position,code,name,section,section_name
569,NZL 20,Kosta Barbarouses,wc2026_nzl,New Zeland
570,ESP 1,Spain Badge,wc2026_esp,Spain
571,ESP 2,Unai Simón,wc2026_esp,Spain
572,ESP 3,Romin Le Normand,wc2026_esp,Spain
573,ESP 4,Aymeric Laporte,wc2026_esp,Spain
574,ESP 5,Dean Huijsen,wc2026_esp,Spain
575,ESP 6,Pedro Porro,wc2026_esp,Spain
576,ESP 7,Dani Carvajal,wc2026_esp,Spain
577,ESP 8,Marc Cucurella,wc2026_esp,Spain
578,ESP 9,Martín Zubimendi,wc2026_esp,Spain
579,ESP 10,Rodri,wc2026_esp,Spain
580,ESP 11,Pedri,wc2026_esp,Spain
581,ESP 12,Fabián Ruiz,wc2026_esp,Spain
582,ESP 13,Spain Team,wc2026_esp,Spain
583,ESP 14,Mikel Merino,wc2026_esp,Spain
584,ESP 15,Lamine Yamal,wc2026_esp,Spain
585,ESP 16,Dani Olmo,wc2026_esp,Spain
586,ESP 17,Nico Williams,wc2026_esp,Spain
587,ESP 18,Ferran Torres,wc2026_esp,Spain
588,ESP 19,Álvaro Morata,wc2026_esp,Spain
589,ESP 20,Mikel Oyarzabal,wc2026_esp,Spain
590,CPV 1,Cabo Verde Badge,wc2026_cpv,Cabo Verde
591,CPV 2,Vozinha,wc2026_cpv,Cabo Verde
592,CPV 3,Logan Costa,wc2026_cpv,Cabo Verde
593,CPV 4,Pico,wc2026_cpv,Cabo Verde
594,CPV 5,Diney,wc2026_cpv,Cabo Verde
595,CPV 6,Steven Moreira,wc2026_cpv,Cabo Verde
596,CPV 7,Wagner Pina,wc2026_cpv,Cabo Verde
597,CPV 8,Joao Paulo,wc2026_cpv,Cabo Verde
598,CPV 9,Yannick Semedo,wc2026_cpv,Cabo Verde
599,CPV 10,Kevin Pina,wc2026_cpv,Cabo Verde
600,CPV 11,Patrick Andrade,wc2026_cpv,Cabo Verde
601,CPV 12,Jamiro Monteiro,wc2026_cpv,Cabo Verde
602,CPV 13,Cabo Verde Team,wc2026_cpv,Cabo Verde
603,CPV 14,Deroy Duarte,wc2026_cpv,Cabo Verde
604,CPV 15,Garry Rodrigues,wc2026_cpv,Cabo Verde
605,CPV 16,Jovane Cabral,wc2026_cpv,Cabo Verde
606,CPV 17,Ryan Mendes,wc2026_cpv,Cabo Verde
607,CPV 18,Dailon Livramento,wc2026_cpv,Cabo Verde
608,CPV 19,Willy Semedo,wc2026_cpv,Cabo Verde
609,CPV 20,Bebé,wc2026_cpv,Cabo Verde
610,KSA 1,Saudi Arabia Badge,wc2026_ksa,Saudi Arabia
611,KSA 2,Nawaf Alaqidi,wc2026_ksa,Saudi Arabia
612,KSA 3,Abdulrahman Alsanbi,wc2026_ksa,Saudi Arabia
613,KSA 4,Saud Abdulhamid,wc2026_ksa,Saudi Arabia
614,KSA 5,Nawaf Buwashl,wc2026_ksa,Saudi Arabia
615,KSA 6,Jehad Thikri,wc2026_ksa,Saudi Arabia
616,KSA 7,Moteb Alharbi,wc2026_ksa,Saudi Arabia
617,KSA 8,Hassan Altambakti,wc2026_ksa,Saudi Arabia
618,KSA 9,Musab Aljuwayr,wc2026_ksa,Saudi Arabia
619,KSA 10,Ziyad Aljohani,wc2026_ksa,Saudi Arabia
620,KSA 11,Abdullah Alkhaibari,wc2026_ksa,Saudi Arabia
621,KSA 12,Nasser Aldawsari,wc2026_ksa,Saudi Arabia
622,KSA 13,Saudi Arabia Team,wc2026_ksa,Saudi Arabia
623,KSA 14,Saleh Abu Alshamat,wc2026_ksa,Saudi Arabia
624,KSA 15,Marwan Alsahafi,wc2026_ksa,Saudi Arabia
625,KSA 16,Salem Aldawsari,wc2026_ksa,Saudi Arabia
626,KSA 17,Abdulrahman Alobud,wc2026_ksa,Saudi Arabia
627,KSA 18,Feras Albrikan,wc2026_ksa,Saudi Arabia
628,KSA 19,Saleh Alshehri,wc2026_ksa,Saudi Arabia
629,KSA 20,Abdullah Alhamdan,wc2026_ksa,Saudi Arabia
630,URU 1,Uruguay Badge,wc2026_uru,Uruguay
631,URU 2,Sergio Rochet,wc2026_uru,Uruguay
632,URU 3,Santiago Mele,wc2026_uru,Uruguay
633,URU 4,Ronald Araújo,wc2026_uru,Uruguay
634,URU 5,José María Giménez,wc2026_uru,Uruguay
635,URU 6,Sebastián Cáceres,wc2026_uru,Uruguay
636,URU 7,Mathías Olivera,wc2026_uru,Uruguay
637,URU 8,Guillermo Varela,wc2026_uru,Uruguay
638,URU 9,Nahitan Nández,wc2026_uru,Uruguay
639,URU 10,Federico Valverde,wc2026_uru,Uruguay
640,URU 11,Giorgian De Arrascaeta,wc2026_uru,Uruguay
641,URU 12,Rodrigo Bentancur,wc2026_uru,Uruguay
642,URU 13,Uruguay Team,wc2026_uru,Uruguay
643,URU 14,Manuel Ugarte,wc2026_uru,Uruguay
644,URU 15,Nicolás De La Cruz,wc2026_uru,Uruguay
645,URU 16,Maxi Araújo,wc2026_uru,Uruguay
646,URU 17,Darwin Núñez,wc2026_uru,Uruguay
647,URU 18,Federico Viñas,wc2026_uru,Uruguay
648,URU 19,Rodrigo Aguirre,wc2026_uru,Uruguay
649,URU 20,Facundo Pellistri,wc2026_uru,Uruguay
650,FRA 1,France Badge,wc2026_fra,France
651,FRA 2,Mike Maignan,wc2026_fra,France
652,FRA 3,Théo Hernández,wc2026_fra,France
653,FRA 4,William Saliba,wc2026_fra,France
654,FRA 5,Jules Koundé,wc2026_fra,France
655,FRA 6,Ibrahim Konaté,wc2026_fra,France
656,FRA 7,Dayot Upamecano,wc2026_fra,France
657,FRA 8,Lucas Digne,wc2026_fra,France
658,FRA 9,Aurélie Tchouaméni,wc2026_fra,France
659,FRA 10,Eduardo Camavinga,wc2026_fra,France
660,FRA 11,Manu Koné,wc2026_fra,France
661,FRA 12,Adrien Rabiot,wc2026_fra,France
662,FRA 13,France Team,wc2026_fra,France
663,FRA 14,Michael Olise,wc2026_fra,France
664,FRA 15,Ousmanne Dembélé,wc2026_fra,France
665,FRA 16,Bradley Barcola,wc2026_fra,France
666,FRA 17,Désiré Doué,wc2026_fra,France
667,FRA 18,Kingsley Coman,wc2026_fra,France
668,FRA 19,Hugo Ekitiké,wc2026_fra,France
669,FRA 20,Kylian Mbappé,wc2026_fra,France
670,SEN 1,Senegal Badge,wc2026_sen,Senegal
671,SEN 2,Édouard Mendy,wc2026_sen,Senegal
672,SEN 3,Yehvann Diouf,wc2026_sen,Senegal
673,SEN 4,Moussa Niakhaté,wc2026_sen,Senegal
674,SEN 5,Abdoulaye Seck,wc2026_sen,Senegal
675,SEN 6,Ismail Jakobs,wc2026_sen,Senegal
676,SEN 7,El Hadji Malick Diouf,wc2026_sen,Senegal
677,SEN 8,Kalidou Koulibaly,wc2026_sen,Senegal
678,SEN 9,Idrissa Gana Gueye,wc2026_sen,Senegal
679,SEN 10,Pape Matar Sarr,wc2026_sen,Senegal
680,SEN 11,Pape Gueye,wc2026_sen,Senegal
681,SEN 12,Habib Diarra,wc2026_sen,Senegal
682,SEN 13,Senegal Team,wc2026_sen,Senegal
683,SEN 14,Lamine Gamara,wc2026_sen,Senegal
684,SEN 15,Sadio Mané,wc2026_sen,Senegal
685,SEN 16,Ismaïla Sarr,wc2026_sen,Senegal
686,SEN 17,Boulaye Dia,wc2026_sen,Senegal
687,SEN 18,Iliman Ndiaye,wc2026_sen,Senegal
688,SEN 19,Nicolas Jackson,wc2026_sen,Senegal
689,SEN 20,Krépin Diatta,wc2026_sen,Senegal
690,IRQ 1,Iraq Badge,wc2026_irq,Iraq
691,IRQ 2,Jalal Hassan,wc2026_irq,Iraq
692,IRQ 3,Rebin Sulaka,wc2026_irq,Iraq
693,IRQ 4,Hussein Ali,wc2026_irq,Iraq
694,IRQ 5,Akam Hashem,wc2026_irq,Iraq
695,IRQ 6,Merchas Doski,wc2026_irq,Iraq
696,IRQ 7,Zaid Tahseen,wc2026_irq,Iraq
697,IRQ 8,Manaf Younis,wc2026_irq,Iraq
698,IRQ 9,Zidane Kobal,wc2026_irq,Iraq
699,IRQ 10,Amir Al-Ammari,wc2026_irq,Iraq
700,IRQ 11,Ibrahim Bayesh,wc2026_irq,Iraq
701,IRQ 12,Ali Jasim,wc2026_irq,Iraq
702,IRQ 13,Iraq Team,wc2026_irq,Iraq
703,IRQ 14,Youssef Amyn,wc2026_irq,Iraq
704,IRQ 15,Aimar Sher,wc2026_irq,Iraq
705,IRQ 16,Marko Farji,wc2026_irq,Iraq
706,IRQ 17,Osama Rashid,wc2026_irq,Iraq
707,IRQ 18,Ali Al-Hamadi,wc2026_irq,Iraq
708,IRQ 19,Aymen Hussein,wc2026_irq,Iraq
709,IRQ 20,Mohanad Ali,wc2026_irq,Iraq
710,NOR 1,Norway Badge,wc2026_nor,Norway
711,NOR 2,Orjan Nyland,wc2026_nor,Norway
712,NOR 3,Julian Ryerson,wc2026_nor,Norway
713,NOR 4,Leo Ostigard,wc2026_nor,Norway
714,NOR 5,Kristoffer Vassbakk Ajer,wc2026_nor,Norway
715,NOR 6,Marcus Holmgren Pedersen,wc2026_nor,Norway
716,NOR 7,David Moller Wolfe,wc2026_nor,Norway
717,NOR 8,Torbjorn Haggem,wc2026_nor,Norway
718,NOR 9,Morten Thorsby,wc2026_nor,Norway
719,NOR 10,Martin Odegaard,wc2026_nor,Norway
720,NOR 11,Sander Berge,wc2026_nor,Norway
721,NOR 12,Andreas Schjelderup,wc2026_nor,Norway
722,NOR 13,Norway Team,wc2026_nor,Norway
723,NOR 14,Patrick Berg,wc2026_nor,Norway
724,NOR 15,Erling Haaland,wc2026_nor,Norway
725,NOR 16,Alexander Sorloth,wc2026_nor,Norway
726,NOR 17,Aron Donnum,wc2026_nor,Norway
727,NOR 18,Jorgen Strand Larsen,wc2026_nor,Norway
728,NOR 19,Antonio Nusa,wc2026_nor,Norway
729,NOR 20,Oscar Bobb,wc2026_nor,Norway
730,ARG 1,Argentina Badge,wc2026_arg,Argentina
731,ARG 2,Emiliano Martínez,wc2026_arg,Argentina
732,ARG 3,Nahuel Molina,wc2026_arg,Argentina
733,ARG 4,Christian Romero,wc2026_arg,Argentina
734,ARG 5,Nicolás Otamendi,wc2026_arg,Argentina
735,ARG 6,Nicolás Tagliafico,wc2026_arg,Argentina
736,ARG 7,Leonardo Balerdi,wc2026_arg,Argentina
737,ARG 8,Enzo Fernández,wc2026_arg,Argentina
738,ARG 9,Alexis Mac Allister,wc2026_arg,Argentina
739,ARG 10,Rodrigo De Paul,wc2026_arg,Argentina
740,ARG 11,Exequiel Palacios,wc2026_arg,Argentina
741,ARG 12,Leandro Paredes,wc2026_arg,Argentina
742,ARG 13,Argentina Team,wc2026_arg,Argentina
743,ARG 14,Nico Paz,wc2026_arg,Argentina
744,ARG 15,Franco Mastantuono,wc2026_arg,Argentina
745,ARG 16,Nico González,wc2026_arg,Argentina
746,ARG 17,Lionel Messi,wc2026_arg,Argentina
747,ARG 18,Lautaro Martínez,wc2026_arg,Argentina
748,ARG 19,Julián Alvarez,wc2026_arg,Argentina
749,ARG 20,Giuliano Simeone,wc2026_arg,Argentina
750,ALG 1,Algeria Badge,wc2026_alg,Algeria
751,ALG 2,Alexis Guendouz,wc2026_alg,Algeria
752,ALG 3,Ramy Bensebaini,wc2026_alg,Algeria
753,ALG 4,Youcef Atal,wc2026_alg,Algeria
754,ALG 5,Rayan Aït-Nouri,wc2026_alg,Algeria
755,ALG 6,Mohamed Amine Tougai,wc2026_alg,Algeria
756,ALG 7,Aïssa Mandi,wc2026_alg,Algeria
757,ALG 8,Ismaël Bennacer,wc2026_alg,Algeria
758,ALG 9,Houssem Aouar,wc2026_alg,Algeria
759,ALG 10,Hicham Boudaoui,wc2026_alg,Algeria
760,ALG 11,Ramiz Zerrouki,wc2026_alg,Algeria
761,ALG 12,Nabil Bentaleb,wc2026_alg,Algeria
762,ALG 13,Algeria Team,wc2026_alg,Algeria
763,ALG 14,Farès Chaïbi,wc2026_alg,Algeria
764,ALG 15,Riyad Mahrez,wc2026_alg,Algeria
765,ALG 16,Saïd Benrahma,wc2026_alg,Algeria
766,ALG 17,Anis Hadj Moussa,wc2026_alg,Algeria
767,ALG 18,Amine Gouiri,wc2026_alg,Algeria
768,ALG 19,Baghdad Bounedjah,wc2026_alg,Algeria
769,ALG 20,Mohammed Amoura,wc2026_alg,Algeria
770,AUT 1,Austria Badge,wc2026_aut,Austria
771,AUT 2,Alexander Schlager,wc2026_aut,Austria
772,AUT 3,Patrick Pentz,wc2026_aut,Austria
773,AUT 4,David Alaba,wc2026_aut,Austria
774,AUT 5,Kevin Danso,wc2026_aut,Austria
775,AUT 6,Philipp Lienhart,wc2026_aut,Austria
776,AUT 7,Stefan Posch,wc2026_aut,Austria
777,AUT 8,Philipp Mwene,wc2026_aut,Austria
778,AUT 9,Alexander Prass,wc2026_aut,Austria
779,AUT 10,Xavier Schlager,wc2026_aut,Austria
780,AUT 11,Marcel Sabitzer,wc2026_aut,Austria
781,AUT 12,Konrad Laimer,wc2026_aut,Austria
782,AUT 13,Austria Team,wc2026_aut,Austria
783,AUT 14,Florian Grillitsch,wc2026_aut,Austria
784,AUT 15,Nicolas Seiwald,wc2026_aut,Austria
785,AUT 16,Romano Schmid,wc2026_aut,Austria
786,AUT 17,Patrick Wimmer,wc2026_aut,Austria
787,AUT 18,Christoph Baumgartner,wc2026_aut,Austria
788,AUT 19,Michael Gregoritsch,wc2026_aut,Austria
789,AUT 20,Marko Arnautovic,wc2026_aut,Austria
790,JOR 1,Jordan Badge,wc2026_jor,Jordan
791,JOR 2,Yazeed Abulaila,wc2026_jor,Jordan
792,JOR 3,Ihsan Haddad,wc2026_jor,Jordan
793,JOR 4,Mohammad Abu Hashish,wc2026_jor,Jordan
794,JOR 5,Yazn Al-Arab,wc2026_jor,Jordan
795,JOR 6,Abdallah Nasib,wc2026_jor,Jordan
796,JOR 7,Saleem Obaid,wc2026_jor,Jordan
797,JOR 8,Mohammad Abualnadi,wc2026_jor,Jordan
798,JOR 9,Ibrahim Saadeh,wc2026_jor,Jordan
799,JOR 10,Nizar Al-Rashdan,wc2026_jor,Jordan
800,JOR 11,Noor Al-Rawabdeh,wc2026_jor,Jordan
801,JOR 12,Mohamnad Abu Taha,wc2026_jor,Jordan
802,JOR 13,Jordan Team,wc2026_jor,Jordan
803,JOR 14,Amer Jamous,wc2026_jor,Jordan
804,JOR 15,Mousa Al-Taamari,wc2026_jor,Jordan
805,JOR 16,Wazan Al-Naimat,wc2026_jor,Jordan
806,JOR 17,Mahmoud Al-Mardi,wc2026_jor,Jordan
807,JOR 18,Ali Olwan,wc2026_jor,Jordan
808,JOR 19,Mohammad Abu Zrayq,wc2026_jor,Jordan
809,JOR 20,Ibrahim Sabra,wc2026_jor,Jordan
810,POR 1,Portugal Badge,wc2026_por,Portugal
811,POR 2,Diogo Costa,wc2026_por,Portugal
812,POR 3,José Sá,wc2026_por,Portugal
813,POR 4,Rúben Dias,wc2026_por,Portugal
814,POR 5,Joao Cancelo,wc2026_por,Portugal
815,POR 6,Diogo Dalot,wc2026_por,Portugal
816,POR 7,Nuno Mendes,wc2026_por,Portugal
817,POR 8,Gonçalo Inácio,wc2026_por,Portugal
818,POR 9,Bernardo Silva,wc2026_por,Portugal
819,POR 10,Bruno Fernandes,wc2026_por,Portugal
820,POR 11,Rúben Neves,wc2026_por,Portugal
821,POR 12,Vitinha,wc2026_por,Portugal
822,POR 13,Portugal Team,wc2026_por,Portugal
823,POR 14,Joao Neves,wc2026_por,Portugal
824,POR 15,Cristiano Ronaldo,wc2026_por,Portugal
825,POR 16,Francisco Trincao,wc2026_por,Portugal
826,POR 17,Joao Félix,wc2026_por,Portugal
827,POR 18,Gonçalo Ramos,wc2026_por,Portugal
828,POR 19,Pedro Neto,wc2026_por,Portugal
829,POR 20,Rafael Leao,wc2026_por,Portugal
830,COD 1,Congo DR Badge,wc2026_cod,Congo DR
831,COD 2,Lionel Mpash,wc2026_cod,Congo DR
832,COD 3,Aaron Wan-Bissaka,wc2026_cod,Congo DR
833,COD 4,Axel Tuanzebe,wc2026_cod,Congo DR
834,COD 5,Arthur Masuaku,wc2026_cod,Congo DR
835,COD 6,Chancel Mbemba,wc2026_cod,Congo DR
836,COD 7,Joris Kayembe,wc2026_cod,Congo DR
837,COD 8,Charles Pickel,wc2026_cod,Congo DR
838,COD 9,Ngal'ayel Mukau,wc2026_cod,Congo DR
839,COD 10,Edo Kayembe,wc2026_cod,Congo DR
840,COD 11,Samuel Moutoussamy,wc2026_cod,Congo DR
841,COD 12,Noah Sadiki,wc2026_cod,Congo DR
842,COD 13,Congo DR Team,wc2026_cod,Congo DR
843,COD 14,Théo Bongonda,wc2026_cod,Congo DR
844,COD 15,Meschack Elia,wc2026_cod,Congo DR
845,COD 16,Yoane Wissa,wc2026_cod,Congo DR
846,COD 17,Brian Cipenga,wc2026_cod,Congo DR
847,COD 18,Fiston Mayele,wc2026_cod,Congo DR
848,COD 19,Cédric Bakambu,wc2026_cod,Congo DR
849,COD 20,Nathanaël Mbuku,wc2026_cod,Congo DR
850,UZB 1,Uzbekistan Badge,wc2026_uzb,Uzbekistan
851,UZB 2,Utkir Yusupov,wc2026_uzb,Uzbekistan
852,UZB 3,Farrukh Sayfiev,wc2026_uzb,Uzbekistan
853,UZB 4,Sherzod Nasrullaev,wc2026_uzb,Uzbekistan
854,UZB 5,Umar Eshmurodov,wc2026_uzb,Uzbekistan
855,UZB 6,Husniddin Aliqulov,wc2026_uzb,Uzbekistan
856,UZB 7,Rustam Ashurmatov,wc2026_uzb,Uzbekistan
857,UZB 8,Khojiakbar Alijonov,wc2026_uzb,Uzbekistan
858,UZB 9,Abdukodir Khusanov,wc2026_uzb,Uzbekistan
859,UZB 10,Odiljon Hamrobekov,wc2026_uzb,Uzbekistan
860,UZB 11,Otabek Shukurov,wc2026_uzb,Uzbekistan
861,UZB 12,Jamshid Iskanderov,wc2026_uzb,Uzbekistan
862,UZB 13,Uzbekistan Team,wc2026_uzb,Uzbekistan
863,UZB 14,Azizbek Turgunboev,wc2026_uzb,Uzbekistan
864,UZB 15,Khojimat Erkinov,wc2026_uzb,Uzbekistan
865,UZB 16,Eldor Shomurodov,wc2026_uzb,Uzbekistan
866,UZB 17,Oston Urunov,wc2026_uzb,Uzbekistan
867,UZB 18,Jaloliddin Masharipov,wc2026_uzb,Uzbekistan
868,UZB 19,Igor Sergeev,wc2026_uzb,Uzbekistan
869,UZB 20,Abbosbek Fayzullaev,wc2026_uzb,Uzbekistan
870,COL 1,Colombia Badge,wc2026_col,Colombia
871,COL 2,Camilo Vargas,wc2026_col,Colombia
872,COL 3,David Ospina,wc2026_col,Colombia
873,COL 4,Dávinson Sánchez,wc2026_col,Colombia
874,COL 5,Yerry Mina,wc2026_col,Colombia
875,COL 6,Daniel Muñoz,wc2026_col,Colombia
876,COL 7,Johan Mojica,wc2026_col,Colombia
877,COL 8,Jhon Lucumí,wc2026_col,Colombia
878,COL 9,Santiago Arias,wc2026_col,Colombia
879,COL 10,Jefferson Lerma,wc2026_col,Colombia
880,COL 11,Kevin Castaño,wc2026_col,Colombia
881,COL 12,Richard Ríos,wc2026_col,Colombia
882,COL 13,Colombia Team,wc2026_col,Colombia
883,COL 14,James Rodríguez,wc2026_col,Colombia
884,COL 15,Juan Fernando Quintero,wc2026_col,Colombia
885,COL 16,Jorge Carrascal,wc2026_col,Colombia
886,COL 17,Jhon Arias,wc2026_col,Colombia
887,COL 18,Jhon Córdoba,wc2026_col,Colombia
888,COL 19,Luis Suárez,wc2026_col,Colombia
889,COL 20,Luis Díaz,wc2026_col,Colombia
890,ENG 1,England Badge,wc2026_eng,England
891,ENG 2,Jordan Pickford,wc2026_eng,England
892,ENG 3,John Stones,wc2026_eng,England
893,ENG 4,Marc Guéhi,wc2026_eng,England
894,ENG 5,Ezhi Konsa,wc2026_eng,England
895,ENG 6,Trent Alexander-Arnold,wc2026_eng,England
896,ENG 7,Reece James,wc2026_eng,England
897,ENG 8,Dan Burn,wc2026_eng,England
898,ENG 9,Jordan Henderson,wc2026_eng,England
899,ENG 10,Declan Rice,wc2026_eng,England
900,ENG 11,Jude Bellingham,wc2026_eng,England
901,ENG 12,Cole Palmer,wc2026_eng,England
902,ENG 13,England Team,wc2026_eng,England
903,ENG 14,Morgan Rogers,wc2026_eng,England
904,ENG 15,Anthony Gordon,wc2026_eng,England
905,ENG 16,Phil Foden,wc2026_eng,England
906,ENG 17,Bukayo Saka,wc2026_eng,England
907,ENG 18,Harry Kane,wc2026_eng,England
908,ENG 19,Marcus Rashford,wc2026_eng,England
909,ENG 20,Ollie Watkins,wc2026_eng,England
910,CRO 1,Croatia Badge,wc2026_cro,Croatia
911,CRO 2,Dominik Livakovic,wc2026_cro,Croatia
912,CRO 3,Duje Caleta-Car,wc2026_cro,Croatia
913,CRO 4,Josko Gvardiol,wc2026_cro,Croatia
914,CRO 5,Josip Stanisic,wc2026_cro,Croatia
915,CRO 6,Luka Vuskovic,wc2026_cro,Croatia
916,CRO 7,Josip Sutalo,wc2026_cro,Croatia
917,CRO 8,Kristijan Jakic,wc2026_cro,Croatia
918,CRO 9,Luka Modric,wc2026_cro,Croatia
919,CRO 10,Mateo Kovacic,wc2026_cro,Croatia
920,CRO 11,Martin Baturina,wc2026_cro,Croatia
921,CRO 12,Lovro Majer,wc2026_cro,Croatia
922,CRO 13,Croatia Team,wc2026_cro,Croatia
923,CRO 14,Mario Pasalic,wc2026_cro,Croatia
924,CRO 15,Petar Sucic,wc2026_cro,Croatia
925,CRO 16,Ivan Perisic,wc2026_cro,Croatia
926,CRO 17,Marco Pasalic,wc2026_cro,Croatia
927,CRO 18,Ante Budimir,wc2026_cro,Croatia
928,CRO 19,Andrej Kramaric,wc2026_cro,Croatia
929,CRO 20,Franjo Ivanovic,wc2026_cro,Croatia
930,GHA 1,Ghana Badge,wc2026_gha,Ghana
931,GHA 2,Lawrence Ati Zigi,wc2026_gha,Ghana
932,GHA 3,Tariq Lamptey,wc2026_gha,Ghana
933,GHA 4,Mohammed Salisu,wc2026_gha,Ghana
934,GHA 5,Alidu Seidu,wc2026_gha,Ghana
935,GHA 6,Alexander Djiku,wc2026_gha,Ghana
936,GHA 7,Gideon Mensah,wc2026_gha,Ghana
937,GHA 8,Caleb Yirenkyi,wc2026_gha,Ghana
938,GHA 9,Abdul Issahaku Fatawu,wc2026_gha,Ghana
939,GHA 10,Thomas Partey,wc2026_gha,Ghana
940,GHA 11,Salis Abdul Samed,wc2026_gha,Ghana
941,GHA 12,Kamaldeen Sulemana,wc2026_gha,Ghana
942,GHA 13,Ghana Team,wc2026_gha,Ghana
943,GHA 14,Mohammed Kudus,wc2026_gha,Ghana
944,GHA 15,Iñaki Williams,wc2026_gha,Ghana
945,GHA 16,Jordan Ayew,wc2026_gha,Ghana
946,GHA 17,André Ayew,wc2026_gha,Ghana
947,GHA 18,Joseph Paintsil,wc2026_gha,Ghana
948,GHA 19,Osman Bukari,wc2026_gha,Ghana
949,GHA 20,Antoine Semenyo,wc2026_gha,Ghana
950,PAN 1,Panama Badge,wc2026_pan,Panama
951,PAN 2,Orlando Mosquera,wc2026_pan,Panama
952,PAN 3,Luis Mejía,wc2026_pan,Panama
953,PAN 4,Fidel Escobar,wc2026_pan,Panama
954,PAN 5,Andrés Andrade,wc2026_pan,Panama
955,PAN 6,Michael Amir Murillo,wc2026_pan,Panama
956,PAN 7,Eric Davis,wc2026_pan,Panama
957,PAN 8,José Córdoba,wc2026_pan,Panama
958,PAN 9,César Blackman,wc2026_pan,Panama
959,PAN 10,Cristian Martínez,wc2026_pan,Panama
960,PAN 11,Aníbal Godoy,wc2026_pan,Panama
961,PAN 12,Adalberto Carrasquilla,wc2026_pan,Panama
962,PAN 13,Panama Team,wc2026_pan,Panama
963,PAN 14,Édgar Bárcenas,wc2026_pan,Panama
964,PAN 15,Carlos Harvey,wc2026_pan,Panama
965,PAN 16,Ismael Díaz,wc2026_pan,Panama
966,PAN 17,José Fajardo,wc2026_pan,Panama
967,PAN 18,Cecilio Waterman,wc2026_pan,Panama
968,PAN 19,José Luís Rodríguez,wc2026_pan,Panama
969,PAN 20,Alberto Quintero,wc2026_pan,Panama
970,FWC 9,World Cup Winner 1934,wc2026_fwc_post,FWC Post
971,FWC 10,World Cup Winner 1950,wc2026_fwc_post,FWC Post
972,FWC 11,World Cup Winner 1954,wc2026_fwc_post,FWC Post
973,FWC 12,World Cup Winner 1962,wc2026_fwc_post,FWC Post
974,FWC 13,World Cup Winner 1974,wc2026_fwc_post,FWC Post
975,FWC 14,World Cup Winner 1986,wc2026_fwc_post,FWC Post
976,FWC 15,World Cup Winner 1994,wc2026_fwc_post,FWC Post
977,FWC 16,World Cup Winner 2002,wc2026_fwc_post,FWC Post
978,FWC 17,World Cup Winner 2006,wc2026_fwc_post,FWC Post
979,FWC 18,World Cup Winner 2014,wc2026_fwc_post,FWC Post
980,FWC 19,World Cup Winner 2022,wc2026_fwc_post,FWC Post
